2022年度  京都女子大学授業科目開講一覧表
月
4730: [後期] 社会データ分析実践、高松　礼奈 S108
4731: [後期] 社会データ分析実践、重村 壮平 S110・
4732: [後期] 社会データ分析実践、西岡 暁廣 S107・
5063: [後期] 専門英語Ⅱ、濱崎 由紀子 F112
1822: 現社1B [後期] 情報リテラシー応用、髙橋 為子 S110・ 
1823: 現社1B [後期] 情報リテラシー応用、坂本 美奈子 S107
4629: 現社1B [後期] 心理学アプローチ、正木 大貴 ★
4630: 現社1A [後期] 心理学アプローチ、正木 大貴 ★
4760: [前期] 日本国憲法、齋藤　暁 E002 
4789: [前期] 現代北米論、城戸 英樹 E001
4759: [前期] マイノリティと法、澤 敬子 C503・ 
4787: [前期] 現代アジア論、松本 充豊 E102
4815: [前期] 情報科教育法1、平田 義隆 S208
2251: [前期] 博物館概論、廣田 孝 ★
4751: [前期] 家族社会学、奥井 亜紗子 ★
4746: [前期] 社会学概論、亘 明志 ★
4761: [後期] 行政学、城戸 英樹 E004
4762: [後期] 法社会学、澤 敬子 E001・
4816: [後期] 情報科教育法2、平田 義隆 S208
4747: [後期] 社会心理学、中田 友貴★
4755: [後期] 家族法、小川 富之 ★
4750: [後期] ニューロサイエンス概論、濱崎 由紀子 ★
1082: 現社3-3 [前期] 仏教学ⅡA、釋氏 真澄 ★
1084: 現社3-4 [前期] 仏教学ⅡA、藤井 隆道 ★
4874: [前期] 専門英語Ⅲ、松田哲 F110
